Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue
SO - 019242,2021-01-09,3448CA,FLR025,Wholesale,8.0,6.5255,52
SO - 019243,2021-01-09,3084CA,NXH382,Wholesale,1.0,2769.81,2770
SO - 019244,2021-01-09,2223AA,AXW291,Wholesale,1.0,918.7,919
SO - 019245,2021-01-09,3590BA,FLR025,Wholesale,2.0,115.085,230
SO - 019246,2021-01-09,3125AA,NXH382,Wholesale,4.0,119.136,477
SO - 019247,2021-01-09,3143CA,AXW291,Wholesale,1.0,47.764,48
SO - 019248,2021-01-09,1445BA,NXH382,Distributor,2.0,1291.865,2584
SO - 019249,2021-01-09,3160BA,GUT930,Distributor,3.0,270.909,813
SO - 019250,2021-01-09,1971AA,AXW291,Wholesale,1.5,321.9469,483
SO - 019251,2021-01-09,3075BA,GUT930,Wholesale,5.0,31.0,155
SO - 019252,2021-01-09,2291AA,FLR025,Export,400.0,18.75596,7502
SO - 019253,2021-01-09,2814BA,GUT930,Wholesale,90.0,50.49535,4545
SO - 019254,2021-01-09,2501CA,NXH382,Wholesale,743.0,35.12175,26095
SO - 019255,2021-01-09,2501CA,NXH382,Distributor,2000.0,35.12175,70244
SO - 019256,2021-01-09,1601AA,AXW291,Wholesale,3.0,918.403,2755
SO - 019257,2021-01-09,2229AA,AXW291,Wholesale,2.0,1054.24333,2108
SO - 019258,2021-01-09,2956AA,GUT930,Wholesale,2.0,12.02259,24
SO - 019259,2021-01-09,1971AA,AXW291,Wholesale,40.0,321.9469,12878
SO - 019260,2021-01-09,3399AA,NXH382,Distributor,2.0,194.753,390
SO - 019261,2021-01-09,1385CA,AXW291,Distributor,35.0,1781.5475,62354
SO - 019262,2021-01-09,3084CA,AXW291,Wholesale,2.0,2769.81,5540
SO - 019263,2021-01-09,2876CA,FLR025,Wholesale,13.0,427.425,5557
SO - 019264,2021-01-09,2498CA,NXH382,Wholesale,1.0,117.17,117
SO - 019265,2021-01-09,1385CA,GUT930,Wholesale,35.0,1781.5475,62354
SO - 019266,2021-01-09,1009AA,AXW291,Distributor,170.0,28.76326,4890
SO - 019267,2021-01-09,1624AA,GUT930,Wholesale,4.0,722.101,2888
SO - 019268,2021-01-09,2173CA,AXW291,Wholesale,1.0,444.94,445
SO - 019269,2021-01-09,2054CA,AXW291,Export,4.0,904.0,3616
SO - 019270,2021-01-09,2923CA,AXW291,Wholesale,4.0,20.18857,81
SO - 019271,2021-01-09,1009AA,GUT930,Wholesale,284.0,28.76326,8169
SO - 019272,2021-01-09,3512AA,NXH382,Wholesale,1100.0,0.10295,113
SO - 019273,2021-01-09,3177CA,AXW291,Wholesale,67.5,69.45642,4688
SO - 019274,2021-01-09,3420AA,AXW291,Wholesale,2.0,17.255,35
SO - 019275,2021-01-09,2953BA,NXH382,Wholesale,30.0,47.90925,1437
SO - 019276,2021-01-09,1970CA,AXW291,Wholesale,50.0,244.928,12246
SO - 019277,2021-01-09,2227AA,NXH382,Wholesale,6.0,751.635,4510
SO - 019278,2021-01-09,1624AA,NXH382,Export,10.0,722.101,7221
SO - 019279,2021-01-09,3423CA,AXW291,Export,3.0,29.555,89
SO - 019280,2021-01-09,2053BA,AXW291,Distributor,14.0,1212.86889,16980
SO - 019281,2021-01-09,3502BA,AXW291,Distributor,6.0,1234.335,7406
SO - 019282,2021-01-09,1956AA,NXH382,Export,1.0,573.09,573
SO - 019283,2021-01-09,2498BA,AXW291,Distributor,1.0,1474.56,1475
SO - 019284,2021-01-10,1130AA,AXW291,Wholesale,363.0,17.26609,6268
SO - 019285,2021-01-10,1083AA,AXW291,Distributor,914.0,29.02,26524
SO - 019286,2021-01-10,2342CA,GUT930,Wholesale,225.0,2.77685,625
SO - 019287,2021-01-10,3448CA,AXW291,Wholesale,254.0,6.5255,1657
SO - 019288,2021-01-10,1971AA,AXW291,Wholesale,22.5,321.9469,7244
SO - 019289,2021-01-10,2331CA,GUT930,Wholesale,110.0,210.12419,23114
SO - 019290,2021-01-10,2763CA,AXW291,Distributor,24.0,10.08731,242
SO - 019291,2021-01-10,1990AA,NXH382,Export,55.0,545.845,30021
SO - 019292,2021-01-10,2564BA,GUT930,Wholesale,250.0,309.205,77301
SO - 019293,2021-01-10,2234AA,FLR025,Distributor,4.0,903.0,3612
SO - 019294,2021-01-10,2039CA,AXW291,Wholesale,3.0,449.75,1349
SO - 019295,2021-01-10,2956AA,AXW291,Distributor,2.0,12.02259,24
SO - 019296,2021-01-10,1145BA,AXW291,Wholesale,37.0,85.30066,3156
SO - 019297,2021-01-10,2938CA,AXW291,Distributor,1.0,29.206,29
SO - 019298,2021-01-10,1630BA,FLR025,Distributor,2.0,442.803,886
SO - 019299,2021-01-10,2016CA,GUT930,Wholesale,511.0,267.32395,136603
SO - 019300,2021-01-10,2227AA,GUT930,Distributor,2.0,751.635,1503
SO - 019301,2021-01-10,3079BA,AXW291,Wholesale,144.0,134.5,19368
SO - 019302,2021-01-10,1970CA,GUT930,Distributor,7.5,244.928,1837
SO - 019303,2021-01-10,1499AA,FLR025,Wholesale,259.0,14.22359,3684
SO - 019304,2021-01-10,1995AA,GUT930,Distributor,20.0,100.57182,2011
SO - 019305,2021-01-10,3345AA,AXW291,Wholesale,5.0,31.06467,155
SO - 019306,2021-01-10,3138CA,AXW291,Wholesale,5.0,376.116,1881
SO - 019307,2021-01-10,2501CA,GUT930,Distributor,200.0,35.12175,7024
SO - 019308,2021-01-10,2189CA,GUT930,Wholesale,5.0,299.805,1499
SO - 019309,2021-01-10,3053AA,NXH382,Wholesale,7.0,40.87148,286
SO - 019310,2021-01-10,3160BA,GUT930,Distributor,2.0,270.909,542
SO - 019311,2021-01-10,1876AA,GUT930,Distributor,1.0,22919.0,22919
SO - 019312,2021-01-10,2935BA,GUT930,Distributor,10.0,23.495,235
SO - 019313,2021-01-10,2876CA,NXH382,Wholesale,1.0,427.425,427
SO - 019314,2021-01-10,1956AA,AXW291,Wholesale,616.0,573.09,353023
SO - 019315,2021-01-10,1077CA,AXW291,Distributor,31.0,22.9777,712
SO - 019316,2021-01-10,2255CA,GUT930,Distributor,13.0,1712.565,22263
SO - 019317,2021-01-10,3079BA,FLR025,Wholesale,12.0,134.5,1614
SO - 019318,2021-01-10,2331CA,AXW291,Wholesale,210.0,210.12419,44126
SO - 019319,2021-01-10,3075AA,GUT930,Distributor,1.0,60.38,60
SO - 019320,2021-01-10,1967BA,GUT930,Wholesale,240.0,178.65,42876
SO - 019321,2021-01-10,3413AA,NXH382,Export,5.0,35.3004,177
SO - 019322,2021-01-10,1586CA,GUT930,Export,5.0,286.571,1433
SO - 019323,2021-01-10,1009AA,GUT930,Distributor,150.0,28.76326,4314
SO - 019324,2021-01-10,3502BA,NXH382,Wholesale,50.0,1234.335,61717
SO - 019325,2021-01-10,2564BA,GUT930,Distributor,62.0,309.205,19171
SO - 019326,2021-01-10,1956AA,NXH382,Distributor,1.0,573.09,573
SO - 019327,2021-01-11,3502BA,NXH382,Wholesale,1.0,1234.335,1234
SO - 019328,2021-01-11,1514BA,FLR025,Export,1.0,332.8,333
SO - 019329,2021-01-11,1967BA,AXW291,Wholesale,85.0,178.65,15185
SO - 019330,2021-01-11,2680BA,AXW291,Wholesale,2.0,215.57,431
SO - 019331,2021-01-11,3205AA,AXW291,Wholesale,1.0,76300.0,76300
SO - 019332,2021-01-11,3358BA,AXW291,Export,1.0,1363.64,1364
SO - 019333,2021-01-11,2930CA,GUT930,Wholesale,66.0,20.00833,1321
SO - 019334,2021-01-11,1193BA,AXW291,Wholesale,47.0,815.0,38305
SO - 019335,2021-01-11,2513CA,AXW291,Wholesale,1.0,4805.03,4805
SO - 019336,2021-01-11,1224AA,AXW291,Distributor,450.0,698.0,314100
SO - 019337,2021-01-11,3138CA,AXW291,Distributor,4.0,376.116,1504
SO - 019338,2021-01-11,1009AA,GUT930,Distributor,240.0,28.76326,6903
SO - 019339,2021-01-11,3358BA,AXW291,Wholesale,1.0,1363.64,1364
SO - 019340,2021-01-11,2729AA,AXW291,Distributor,2.0,76.518,153
SO - 019341,2021-01-11,3495CA,AXW291,Wholesale,100.0,39.835,3984
SO - 019342,2021-01-11,1582CA,NXH382,Export,1.0,550.0,550
SO - 019343,2021-01-11,3495CA,AXW291,Distributor,280.0,39.835,11154
SO - 019344,2021-01-11,1497CA,AXW291,Distributor,57.0,16.71828,953
SO - 019345,2021-01-11,2923CA,GUT930,Distributor,1.0,20.18857,20
SO - 019346,2021-01-11,1130AA,AXW291,Wholesale,357.0,17.26609,6164
SO - 019347,2021-01-11,2096BA,AXW291,Distributor,6.0,1524.57667,9147
SO - 019348,2021-01-11,1009AA,NXH382,Distributor,40.0,28.76326,1151
SO - 019349,2021-01-11,1145BA,AXW291,Wholesale,137.0,85.30066,11686
SO - 019350,2021-01-11,3160BA,AXW291,Wholesale,5.0,270.909,1355
SO - 019351,2021-01-11,1126CA,AXW291,Distributor,8171.0,32.8,268009
SO - 019352,2021-01-11,1083AA,NXH382,Wholesale,80.0,29.02,2322
SO - 019353,2021-01-11,2498BA,NXH382,Wholesale,1.0,1474.56,1475
SO - 019354,2021-01-11,3084CA,GUT930,Wholesale,1.0,2769.81,2770
SO - 019355,2021-01-11,3413AA,GUT930,Distributor,5.0,35.3004,177
SO - 019356,2021-01-11,1499AA,AXW291,Export,51.0,14.22359,725
SO - 019357,2021-01-11,2229AA,FLR025,Wholesale,4.0,1054.24333,4217
SO - 019358,2021-01-11,1601AA,GUT930,Wholesale,3.0,918.403,2755
SO - 019359,2021-01-11,3512AA,AXW291,Wholesale,1300.0,0.10295,134
SO - 019360,2021-01-11,3551CA,AXW291,Distributor,1000.0,7.06831,7068
SO - 019361,2021-01-11,1582CA,AXW291,Wholesale,1.0,550.0,550
SO - 019362,2021-01-11,3027CA,FLR025,Export,1.0,1145.83,1146
SO - 019363,2021-01-11,2977BA,NXH382,Wholesale,4.0,52.8,211
SO - 019364,2021-01-11,1953AA,NXH382,Export,1.0,947.56,948
SO - 019365,2021-01-11,2115CA,NXH382,Wholesale,56.0,1912.27,107087
SO - 019366,2021-01-11,2867AA,GUT930,Wholesale,5.0,297.635,1488
SO - 019367,2021-01-11,2923CA,NXH382,Wholesale,7.0,20.18857,141
SO - 019368,2021-01-11,1330CA,NXH382,Export,1.0,6000.0,6000
SO - 019369,2021-01-11,1970CA,NXH382,Wholesale,10.0,244.928,2449
SO - 019370,2021-01-12,3079BA,GUT930,Wholesale,330.0,134.5,44385
SO - 019371,2021-01-12,3461CA,AXW291,Distributor,15.0,30.064,451
SO - 019372,2021-01-12,3345AA,AXW291,Wholesale,8.0,31.06467,249
SO - 019373,2021-01-12,2227AA,AXW291,Distributor,6.0,751.635,4510
SO - 019374,2021-01-12,1382CA,GUT930,Wholesale,16.0,613.52125,9816
SO - 019375,2021-01-12,1993AA,NXH382,Wholesale,600.0,83.75125,50251
SO - 019376,2021-01-12,3533CA,NXH382,Wholesale,300.0,0.64377,193
SO - 019377,2021-01-12,1145BA,GUT930,Distributor,24.0,85.30066,2047
SO - 019378,2021-01-12,2212AA,GUT930,Wholesale,6.0,747.405,4484
SO - 019379,2021-01-12,2876CA,NXH382,Wholesale,1.0,427.425,427
SO - 019380,2021-01-12,1130AA,AXW291,Wholesale,840.0,17.26609,14504
SO - 019381,2021-01-12,2212AA,GUT930,Export,2.0,747.405,1495
SO - 019382,2021-01-12,1908AA,NXH382,Distributor,1.0,27809.1,27809
SO - 019383,2021-01-12,1908AA,AXW291,Wholesale,4.0,27809.1,111236
SO - 019384,2021-01-12,1967BA,AXW291,Distributor,2.0,178.65,357
SO - 019385,2021-01-12,3075AA,GUT930,Wholesale,3.0,60.38,181
SO - 019386,2021-01-12,1695CA,NXH382,Wholesale,1.0,1649.3,1649
SO - 019387,2021-01-12,1945AA,GUT930,Export,46.0,965.0,44390
SO - 019388,2021-01-12,1956AA,NXH382,Wholesale,1.0,573.09,573
SO - 019389,2021-01-12,2498CA,AXW291,Export,15.0,117.17,1758
SO - 019390,2021-01-12,1161AA,AXW291,Wholesale,374.0,136.5925,51086
SO - 019391,2021-01-12,2501CA,NXH382,Distributor,387.0,35.12175,13592
SO - 019392,2021-01-12,3533CA,AXW291,Distributor,58.0,0.64377,37
SO - 019393,2021-01-12,3075BA,AXW291,Export,12.0,31.0,372
SO - 019394,2021-01-12,1992AA,FLR025,Wholesale,152.5,586.3916,89425
SO - 019395,2021-01-12,2291AA,AXW291,Wholesale,604.0,18.75596,11329
SO - 019396,2021-01-12,2170BA,FLR025,Wholesale,6.0,305.19,1831
SO - 019397,2021-01-12,2606AA,AXW291,Distributor,6.0,2041.52333,12249
SO - 019398,2021-01-12,2680BA,NXH382,Distributor,1.0,215.57,216
SO - 019399,2021-01-12,2564BA,AXW291,Wholesale,150.0,309.205,46381
SO - 019400,2021-01-12,1464AA,AXW291,Distributor,2.0,842.57,1685
SO - 019401,2021-01-12,1436BA,AXW291,Wholesale,14.0,125.0,1750
SO - 019402,2021-01-12,1921AA,AXW291,Wholesale,1.0,50000.0,50000
SO - 019403,2021-01-12,2212CA,AXW291,Wholesale,3.0,884.36,2653
SO - 019404,2021-01-12,2876CA,NXH382,Export,1.0,427.425,427
SO - 019405,2021-01-12,3413AA,AXW291,Export,1.0,35.3004,35
SO - 019406,2021-01-12,3084CA,NXH382,Distributor,1.0,2769.81,2770
SO - 019407,2021-01-12,3404CA,AXW291,Distributor,2.0,396.54,793
SO - 019408,2021-01-12,2953CA,AXW291,Wholesale,1.0,1519.82,1520
SO - 019409,2021-01-12,2953BA,AXW291,Wholesale,50.0,47.90925,2395
SO - 019410,2021-01-12,3038BA,AXW291,Wholesale,1.0,1300.0,1300
SO - 019411,2021-01-12,1479CA,AXW291,Wholesale,5.0,385.5625,1928
SO - 019412,2021-01-12,1163CA,GUT930,Distributor,264.0,94.66425,24991
SO - 019413,2021-01-13,1379CA,AXW291,Wholesale,4.0,490.18125,1961
SO - 019414,2021-01-13,2212AA,AXW291,Wholesale,2.0,747.405,1495
SO - 019415,2021-01-13,1511CA,NXH382,Wholesale,16.0,6.787,109
SO - 019416,2021-01-13,1479CA,NXH382,Export,7.0,385.5625,2699
SO - 019417,2021-01-13,3075AA,GUT930,Wholesale,2.0,60.38,121
SO - 019418,2021-01-13,3193AA,GUT930,Wholesale,3.0,1425.0,4275
SO - 019419,2021-01-13,1497CA,GUT930,Distributor,19.0,16.71828,318
SO - 019420,2021-01-13,2025AA,FLR025,Wholesale,30.0,442.805,13284
SO - 019421,2021-01-13,3551CA,AXW291,Wholesale,2000.0,7.06831,14137
SO - 019422,2021-01-13,1382CA,AXW291,Distributor,15.0,613.52125,9203
SO - 019423,2021-01-13,2876CA,AXW291,Distributor,1.0,427.425,427
SO - 019424,2021-01-13,1464AA,NXH382,Wholesale,4.0,842.57,3370
SO - 019425,2021-01-13,3494AA,AXW291,Wholesale,50.0,3.5,175
SO - 019426,2021-01-13,2025AA,AXW291,Wholesale,4.0,442.805,1771
SO - 019427,2021-01-13,3404CA,AXW291,Wholesale,4.0,396.54,1586
SO - 019428,2021-01-13,1479CA,AXW291,Distributor,5.0,385.5625,1928
SO - 019429,2021-01-13,3345AA,GUT930,Wholesale,7.0,31.06467,217
SO - 019430,2021-01-13,2970CA,GUT930,Distributor,1.0,512.205,512
SO - 019431,2021-01-13,2117BA,AXW291,Distributor,4.0,2424.0,9696
SO - 019432,2021-01-13,2348BA,AXW291,Wholesale,1.0,38440.0,38440
SO - 019433,2021-01-13,1382CA,GUT930,Distributor,50.0,613.52125,30676
SO - 019434,2021-01-13,2044CA,AXW291,Export,13.0,740.82,9631
SO - 019435,2021-01-13,2606AA,GUT930,Wholesale,2.0,2041.52333,4083
SO - 019436,2021-01-13,1009AA,AXW291,Wholesale,905.0,28.76326,26031
SO - 019437,2021-01-13,1967BA,NXH382,Wholesale,204.0,178.65,36445
SO - 019438,2021-01-13,1967BA,FLR025,Wholesale,305.0,178.65,54488
SO - 019439,2021-01-13,3358BA,AXW291,Distributor,5.0,1363.64,6818
SO - 019440,2021-01-13,1970CA,GUT930,Distributor,28.0,244.928,6858
SO - 019441,2021-01-13,3365CA,GUT930,Distributor,5.0,13.3248,67
SO - 019442,2021-01-13,2501CA,AXW291,Wholesale,315.0,35.12175,11063
SO - 019443,2021-01-13,3423CA,FLR025,Wholesale,1.0,29.555,30
SO - 019444,2021-01-13,2060AA,AXW291,Wholesale,2.0,1101.15,2202
SO - 019445,2021-01-13,1163CA,AXW291,Wholesale,63.0,94.66425,5964
SO - 019446,2021-01-13,1379CA,GUT930,Wholesale,8.0,490.18125,3921
SO - 019447,2021-01-13,2291AA,NXH382,Wholesale,396.0,18.75596,7427
SO - 019448,2021-01-13,3120BA,AXW291,Export,4.0,1534.88,6140
SO - 019449,2021-01-13,3193AA,AXW291,Wholesale,1.0,1425.0,1425
SO - 019450,2021-01-13,1497CA,AXW291,Wholesale,22.0,16.71828,368
SO - 019451,2021-01-13,3075BA,GUT930,Wholesale,6.0,31.0,186
SO - 019452,2021-01-13,2847BA,NXH382,Distributor,700.0,241.79216,169255
SO - 019453,2021-01-13,1695CA,GUT930,Export,1.0,1649.3,1649
SO - 019454,2021-01-13,2508BA,GUT930,Distributor,1.0,463.1,463
SO - 019455,2021-01-13,2054CA,GUT930,Distributor,25.0,904.0,22600
SO - 019456,2021-01-14,3502BA,GUT930,Distributor,35.0,1234.335,43202
SO - 019457,2021-01-14,2234AA,NXH382,Wholesale,3.0,903.0,2709
SO - 019458,2021-01-14,1379CA,NXH382,Export,8.0,490.18125,3921
SO - 019459,2021-01-14,2876CA,GUT930,Wholesale,2.0,427.425,855
SO - 019460,2021-01-14,2673BA,AXW291,Wholesale,580.0,13.0,7540
SO - 019461,2021-01-14,3420AA,NXH382,Wholesale,2.0,17.255,35
SO - 019462,2021-01-14,2956AA,NXH382,Export,11.0,12.02259,132
SO - 019463,2021-01-14,1956CA,FLR025,Wholesale,1.0,1250.0,1250
SO - 019464,2021-01-14,1956CA,AXW291,Distributor,2.0,1250.0,2500
SO - 019465,2021-01-14,2458CA,NXH382,Wholesale,200.0,6.83263,1367
SO - 019466,2021-01-14,3079BA,AXW291,Wholesale,30.0,134.5,4035
SO - 019467,2021-01-14,3570CA,GUT930,Wholesale,24.0,1160.0,27840
SO - 019468,2021-01-14,3250CA,AXW291,Distributor,100.0,34.75342,3475
SO - 019469,2021-01-14,1445BA,AXW291,Export,1.0,1291.865,1292
SO - 019470,2021-01-14,2212AA,AXW291,Distributor,4.0,747.405,2990
SO - 019471,2021-01-14,3125AA,AXW291,Distributor,5.0,119.136,596
SO - 019472,2021-01-14,2060AA,GUT930,Wholesale,1.0,1101.15,1101
SO - 019473,2021-01-14,2876CA,GUT930,Distributor,2.0,427.425,855
SO - 019474,2021-01-14,3138CA,AXW291,Wholesale,222.0,376.116,83498
SO - 019475,2021-01-14,2646AA,GUT930,Wholesale,92.0,908.33214,83567
SO - 019476,2021-01-14,3494AA,NXH382,Export,120.0,3.5,420
SO - 019477,2021-01-14,3404CA,AXW291,Distributor,7.0,396.54,2776
SO - 019478,2021-01-14,3079BA,AXW291,Distributor,18.0,134.5,2421
SO - 019479,2021-01-14,2867AA,FLR025,Wholesale,53.0,297.635,15775
SO - 019480,2021-01-14,3345AA,GUT930,Wholesale,8.0,31.06467,249
SO - 019481,2021-01-14,3120BA,AXW291,Distributor,3.0,1534.88,4605
SO - 019482,2021-01-14,1964BA,GUT930,Wholesale,275.0,99.12769,27260
SO - 019483,2021-01-14,2923CA,FLR025,Wholesale,5.0,20.18857,101
SO - 019484,2021-01-14,3576BA,GUT930,Wholesale,3.0,44.79,134
SO - 019485,2021-01-14,1499AA,FLR025,Distributor,30.0,14.22359,427
SO - 019486,2021-01-14,1403CA,AXW291,Export,7.0,2550.0,17850
SO - 019487,2021-01-14,2867AA,GUT930,Wholesale,9.0,297.635,2679
SO - 019488,2021-01-14,2867AA,FLR025,Wholesale,18.0,297.635,5357
SO - 019489,2021-01-14,3533CA,NXH382,Wholesale,950.0,0.64377,612
SO - 019490,2021-01-14,3512AA,GUT930,Distributor,783.0,0.10295,81
SO - 019491,2021-01-14,1921AA,GUT930,Wholesale,1.0,50000.0,50000
SO - 019492,2021-01-14,2970CA,NXH382,Distributor,1.0,512.205,512
SO - 019493,2021-01-14,3345AA,GUT930,Distributor,10.0,31.06467,311
SO - 019494,2021-01-14,2867AA,NXH382,Distributor,26.0,297.635,7739
SO - 019495,2021-01-14,1992AA,NXH382,Distributor,50.0,586.3916,29320
SO - 019496,2021-01-14,1921AA,FLR025,Wholesale,1.0,50000.0,50000
SO - 019497,2021-01-14,3193AA,NXH382,Distributor,137.0,1425.0,195225
SO - 019498,2021-01-14,1601AA,NXH382,Export,2.0,918.403,1837
SO - 019499,2021-01-15,3448CA,GUT930,Wholesale,60.0,6.5255,392
SO - 019500,2021-01-15,2021CA,NXH382,Wholesale,27.0,295.27467,7972
SO - 019501,2021-01-15,3365CA,AXW291,Wholesale,50.0,13.3248,666
SO - 019502,2021-01-15,2060AA,NXH382,Distributor,3.0,1101.15,3303
SO - 019503,2021-01-15,3160BA,GUT930,Distributor,2.0,270.909,542
SO - 019504,2021-01-15,2766AA,FLR025,Distributor,592.0,363.83238,215389
SO - 019505,2021-01-15,3084CA,AXW291,Distributor,1.0,2769.81,2770
SO - 019506,2021-01-15,1906CA,NXH382,Wholesale,3.0,1893.75,5681
SO - 019507,2021-01-15,3407CA,GUT930,Distributor,3.0,1017.592,3053
SO - 019508,2021-01-15,1009AA,AXW291,Wholesale,242.0,28.76326,6961
SO - 019509,2021-01-15,2508BA,AXW291,Wholesale,1.0,463.1,463
SO - 019510,2021-01-15,3404CA,NXH382,Distributor,2.0,396.54,793
SO - 019511,2021-01-15,3533CA,AXW291,Distributor,800.0,0.64377,515
SO - 019512,2021-01-15,2621AA,AXW291,Export,1.0,61.78333,62
SO - 019513,2021-01-15,3619CA,AXW291,Wholesale,5880.0,0.7455,4384
SO - 019514,2021-01-15,1385CA,AXW291,Distributor,9.0,1781.5475,16034
SO - 019515,2021-01-15,1906CA,NXH382,Wholesale,2.0,1893.75,3788
SO - 019516,2021-01-15,2564BA,NXH382,Wholesale,95.0,309.205,29374
SO - 019517,2021-01-15,2621AA,GUT930,Wholesale,13.0,61.78333,803
SO - 019518,2021-01-15,1499AA,NXH382,Wholesale,117.0,14.22359,1664
SO - 019519,2021-01-15,2729AA,AXW291,Wholesale,230.0,76.518,17599
SO - 019520,2021-01-15,1956AA,AXW291,Wholesale,1.0,573.09,573
SO - 019521,2021-01-15,1990AA,AXW291,Wholesale,35.0,545.845,19105
SO - 019522,2021-01-15,2236CA,GUT930,Wholesale,1.0,1617.335,1617
SO - 019523,2021-01-15,3084CA,NXH382,Wholesale,1.0,2769.81,2770
SO - 019524,2021-01-15,2016CA,AXW291,Distributor,65.0,267.32395,17376
SO - 019525,2021-01-15,2970CA,NXH382,Distributor,4.0,512.205,2049
SO - 019526,2021-01-15,3053AA,GUT930,Distributor,13.0,40.87148,531
SO - 019527,2021-01-15,2013AA,NXH382,Wholesale,180.0,143.8402,25891
SO - 019528,2021-01-15,1967BA,FLR025,Wholesale,221.0,178.65,39482
SO - 019529,2021-01-15,3502BA,AXW291,Wholesale,5.0,1234.335,6172
SO - 019530,2021-01-15,1445BA,FLR025,Export,2.0,1291.865,2584
SO - 019531,2021-01-15,1695CA,FLR025,Export,1.0,1649.3,1649
SO - 019532,2021-01-15,1630BA,AXW291,Wholesale,10.0,442.803,4428
SO - 019533,2021-01-15,2515BA,AXW291,Wholesale,267.0,90.0,24030
SO - 019534,2021-01-15,3404CA,AXW291,Distributor,3.0,396.54,1190
SO - 019535,2021-01-15,3413AA,FLR025,Wholesale,20.0,35.3004,706
SO - 019536,2021-01-15,3462AA,AXW291,Distributor,50.0,4.1,205
SO - 019537,2021-01-15,2970CA,AXW291,Export,1.0,512.205,512
SO - 019538,2021-01-15,1126CA,AXW291,Wholesale,11.0,32.8,361
SO - 019539,2021-01-15,3079BA,GUT930,Wholesale,18.0,134.5,2421
SO - 019540,2021-01-15,1009AA,FLR025,Distributor,151.0,28.76326,4343
SO - 019541,2021-01-15,1970CA,AXW291,Wholesale,5.0,244.928,1225
SO - 019542,2021-01-16,3407CA,NXH382,Export,5.0,1017.592,5088
SO - 019543,2021-01-16,2953CA,GUT930,Distributor,1.0,1519.82,1520
SO - 019544,2021-01-16,2458CA,AXW291,Wholesale,74.0,6.83263,506
SO - 019545,2021-01-16,1077CA,NXH382,Distributor,35.0,22.9777,804
SO - 019546,2021-01-16,2727CA,AXW291,Distributor,8.0,21.88943,175
SO - 019547,2021-01-16,1993AA,AXW291,Wholesale,190.0,83.75125,15913
SO - 019548,2021-01-16,2013AA,NXH382,Wholesale,295.0,143.8402,42433
SO - 019549,2021-01-16,2066AA,AXW291,Wholesale,3.0,1550.95,4653
SO - 019550,2021-01-16,2229AA,AXW291,Wholesale,7.0,1054.24333,7380
SO - 019551,2021-01-16,2337CA,NXH382,Wholesale,132.0,1.72706,228
SO - 019552,2021-01-16,1499CA,AXW291,Wholesale,1.0,6600.0,6600
SO - 019553,2021-01-16,2331CA,AXW291,Wholesale,400.0,210.12419,84050
SO - 019554,2021-01-16,2953CA,AXW291,Distributor,2.0,1519.82,3040
SO - 019555,2021-01-16,2044CA,AXW291,Wholesale,5.0,740.82,3704
SO - 019556,2021-01-16,1499CA,NXH382,Distributor,6.0,6600.0,39600
SO - 019557,2021-01-16,1630BA,GUT930,Export,3.0,442.803,1328
SO - 019558,2021-01-16,1624AA,FLR025,Export,1.0,722.101,722
SO - 019559,2021-01-16,2923CA,AXW291,Distributor,5.0,20.18857,101
SO - 019560,2021-01-16,2013AA,AXW291,Distributor,40.0,143.8402,5754
SO - 019561,2021-01-16,1956AA,NXH382,Wholesale,1.0,573.09,573
SO - 019562,2021-01-16,3461CA,GUT930,Wholesale,8.0,30.064,241
SO - 019563,2021-01-16,3551CA,NXH382,Wholesale,525.0,7.06831,3711
SO - 019564,2021-01-16,3495CA,NXH382,Distributor,15.0,39.835,598
SO - 019565,2021-01-16,1163CA,GUT930,Wholesale,53.0,94.66425,5017
SO - 019566,2021-01-16,1624CA,AXW291,Wholesale,1.0,1531.377,1531
SO - 019567,2021-01-16,1145BA,AXW291,Wholesale,100.0,85.30066,8530
SO - 019568,2021-01-16,2501CA,GUT930,Wholesale,65.0,35.12175,2283
SO - 019569,2021-01-16,3533CA,FLR025,Distributor,6000.0,0.64377,3863
SO - 019570,2021-01-16,1445BA,AXW291,Export,1.0,1291.865,1292
SO - 019571,2021-01-16,2170BA,AXW291,Distributor,4.0,305.19,1221
SO - 019572,2021-01-16,2632AA,GUT930,Distributor,22.0,185.82,4088
SO - 019573,2021-01-16,1130AA,NXH382,Distributor,200.0,17.26609,3453
SO - 019574,2021-01-16,2661CA,AXW291,Export,27.0,182.0,4914
SO - 019575,2021-01-16,3494AA,GUT930,Wholesale,1.0,3.5,4
SO - 019576,2021-01-16,2054CA,AXW291,Wholesale,3.0,904.0,2712
SO - 019577,2021-01-16,2501CA,GUT930,Wholesale,421.0,35.12175,14786
SO - 019578,2021-01-16,1956AA,GUT930,Distributor,1.0,573.09,573
SO - 019579,2021-01-16,2923CA,AXW291,Wholesale,156.0,20.18857,3149
SO - 019580,2021-01-16,3551CA,GUT930,Wholesale,1000.0,7.06831,7068
SO - 019581,2021-01-16,2923CA,FLR025,Wholesale,99.0,20.18857,1999
SO - 019582,2021-01-16,3420AA,AXW291,Distributor,1.0,17.255,17
SO - 019583,2021-01-16,1479CA,AXW291,Distributor,4.0,385.5625,1542
SO - 019584,2021-01-16,2317CA,NXH382,Wholesale,3780.0,37.26672,140868
